-2.000189,-1.999999,0.000000,0.000000,0.000000
-1.001250,-2.003983,-2.000000,394.405762,0.301967
-1.001611,-2.012142,-3.000000,360.854492,0.298998
-1.002211,-2.005624,-4.000000,359.690430,0.367998
0.000000,-2.003852,-2.000000,438.104004,0.499004
0.000000,-2.012113,-3.000000,402.543945,0.498996
0.000000,-2.097512,-4.000000,435.993652,0.470003
1.001435,-2.002050,-2.000000,316.850586,0.900002
1.001743,-2.148648,-3.000000,333.644043,0.766999
1.006152,-2.048733,-4.000000,275.937012,0.768002
2.001588,-2.003624,-2.000000,22.741211,0.965032
2.003500,-2.016046,-3.000000,16.958984,0.837005
2.003595,-2.099350,-4.000000,54.043457,1.002002
-2.000189,-0.999794,-1.000000,378.224609,0.266998
-2.000424,-0.952554,0.000000,360.965332,0.298997
-2.000629,-0.856243,1.000000,375.333496,0.333998
-2.000863,-0.861501,2.000000,376.180176,0.330995
-2.001845,-0.866306,3.000000,343.612305,0.400000
-2.001889,-0.923878,4.000000,377.873535,0.366711
-1.001816,-0.888205,0.000000,62.942383,0.099001
0.002959,-1.004013,-1.000000,127.737305,0.334002
0.003179,-1.099490,-2.000000,128.898926,0.267998
-0.010635,-1.092444,-3.000000,127.429199,0.267003
0.000000,-1.099534,-4.000000,129.892090,0.299998
1.000175,-1.004423,-1.000000,16.808105,0.532000
1.001567,-1.147916,-2.000000,18.467773,0.534000
1.005961,-1.140036,-3.000000,1.397949,0.501997
0.831824,-1.081424,-4.000000,6.250488,0.463995
2.000380,-1.003720,-1.000000,319.209961,0.804003
2.002116,-1.200049,-2.000000,266.100830,0.799998
2.002562,-1.098684,-3.000000,325.532959,0.634995
1.938916,-1.000029,-4.000000,314.947266,0.633001
-2.000629,0.000542,0.000000,417.588379,0.532998
-2.005170,0.081517,1.000000,417.394043,0.468998
-2.005434,0.259404,2.000000,412.615234,0.434010
-2.005477,0.156633,3.000000,386.164551,0.536001
-2.006474,0.149470,4.000000,421.130859,0.502997
-1.000747,0.000996,0.000000,111.555176,0.267002
-1.000864,0.137868,1.000000,124.836914,0.265998
-0.909767,0.031728,2.000000,112.660645,0.268970
-0.718184,0.016933,3.000000,96.162109,0.265002
-0.718257,0.094495,4.000000,74.720215,0.266998
0.021152,-0.011704,0.000000,0.323730,0.067004
1.000307,-0.001787,0.000000,134.941406,0.403002
1.000615,-0.237988,-1.000000,110.236328,0.267004
1.001054,-0.139040,-2.000000,116.457031,0.333003
1.002563,-0.040238,-3.000000,120.911133,0.468997
1.002885,-0.122605,-4.000000,136.506836,0.366997
2.000380,-0.001194,0.000000,412.290283,0.465999
2.000731,-0.106411,-1.000000,445.141113,0.702997
2.002621,-0.007170,-2.000000,450.347412,0.496975
2.003068,-0.181417,-3.000000,447.752441,0.533002
2.003170,-0.083048,-4.000000,420.678711,0.430997
-2.000189,1.003808,1.000000,259.204102,0.635996
-2.003573,1.029896,2.000000,311.393555,0.668008
-2.004599,1.019599,3.000000,316.101562,0.701001
-2.008319,1.009448,4.000000,286.186523,0.631000
-1.002636,1.000439,1.000000,24.448730,0.535003
-1.003061,1.083582,2.000000,7.135742,0.535999
-0.971494,1.075540,3.000000,11.712402,0.429996
-0.975479,1.190616,4.000000,35.655762,0.435000
0.000000,1.000849,1.000000,146.935547,0.298997
0.006123,1.046874,2.000000,114.169434,0.331999
0.002959,1.044076,3.000000,114.594238,0.268094
-0.000015,1.128947,4.000000,132.563965,0.301000
1.000307,1.000000,0.000000,50.000977,0.099004
2.001632,0.997443,1.000000,368.291016,0.300002
2.002028,0.749655,0.000000,443.390625,0.403001
1.981088,0.950254,-1.000000,353.107666,0.300001
1.985344,0.840174,-2.000000,395.698730,0.330998
1.985395,0.948936,-3.000000,384.910889,0.267971
1.905079,0.859348,-4.000000,399.603027,0.266003
-1.998197,2.004086,2.000000,22.295898,1.038000
-1.998813,2.076462,3.000000,11.495605,0.836001
-1.999047,2.163472,4.000000,20.736816,1.100037
-1.000102,2.001010,2.000000,333.414551,0.766003
-1.000175,2.129547,3.000000,300.710937,0.764996
-0.967437,2.122223,4.000000,314.407227,0.763998
-0.000015,2.001823,2.000000,449.454834,0.497999
0.002944,2.281763,3.000000,493.428467,0.565002
-0.000015,2.083860,4.000000,415.944824,0.432004
1.000307,2.003178,2.000000,397.125732,0.300998
1.001186,2.142972,3.000000,400.776855,0.332518
1.002592,2.134828,4.000000,383.068115,0.269000
2.000358,1.999999,0.000000,66.667969,0.032994
