V0	Vf	V_sent	D	dt	triple_id	considered_samples
5.710651	0.028262	0.000000	1274.067385	0.417814	30.000000	0.000000	1.000000	2.000000
2.356920	0.206833	0.200000	361.940908	0.238857	48.000000	0.000000	1.000000	2.000000
6.372412	0.225855	0.200000	1535.770915	0.419576	68.000000	0.000000	1.000000	2.000000
6.734752	0.230772	0.200000	1610.281007	0.435258	70.000000	0.000000	1.000000	0.000000
3.566693	0.426533	0.400000	635.421102	0.276711	89.000000	0.000000	1.000000	2.000000
4.752112	0.420297	0.400000	997.285360	0.341478	95.000000	0.000000	1.000000	2.000000
5.582632	0.426068	0.400000	1279.088298	0.381438	99.000000	0.000000	1.000000	2.000000
5.765341	0.420592	0.400000	1260.935547	0.383375	100.000000	0.000000	1.000000	0.000000
6.334438	0.413052	0.400000	1545.922690	0.417669	103.000000	0.000000	1.000000	2.000000
6.712327	0.405588	0.400000	1616.517092	0.437368	105.000000	0.000000	1.000000	2.000000
6.958688	0.421205	0.400000	1768.621908	0.434532	106.000000	0.000000	1.000000	2.000000
3.947641	0.637435	0.600000	715.687338	0.287417	126.000000	0.000000	1.000000	2.000000
5.900227	0.608410	0.600000	1347.010094	0.376863	136.000000	0.000000	1.000000	2.000000
6.369535	0.619635	0.600000	1499.789635	0.407679	138.000000	0.000000	1.000000	2.000000
6.562014	0.617616	0.600000	1537.883301	0.403851	139.000000	0.000000	1.000000	0.000000
4.954847	0.825327	0.800000	1034.253825	0.325451	166.000000	0.000000	1.000000	2.000000
5.531858	0.810482	0.800000	1276.202475	0.356624	169.000000	0.000000	1.000000	2.000000
6.345580	0.823396	0.800000	1515.242841	0.390543	173.000000	0.000000	1.000000	2.000000
4.743346	1.008348	1.000000	991.006024	0.302399	200.000000	0.000000	1.000000	2.000000
4.954255	1.014367	1.000000	1008.533123	0.321743	201.000000	0.000000	1.000000	2.000000
6.126602	1.021974	1.000000	1445.928712	0.363280	207.000000	0.000000	1.000000	2.000000
6.510121	1.052669	1.000000	1565.091961	0.377618	209.000000	0.000000	1.000000	2.000000
6.920308	1.030681	1.000000	1708.395997	0.400466	211.000000	0.000000	1.000000	2.000000
2.558550	1.207634	1.200000	391.766317	0.183095	224.000000	0.000000	1.000000	2.000000
5.142480	1.225608	1.200000	1076.959758	0.307516	237.000000	0.000000	1.000000	2.000000
5.514736	1.234975	1.200000	1199.521648	0.330207	239.000000	0.000000	1.000000	2.000000
5.743745	1.230540	1.200000	1268.534425	0.332026	240.000000	0.000000	1.000000	2.000000
5.948492	1.222312	1.200000	1333.513592	0.344092	241.000000	0.000000	1.000000	2.000000
6.367248	1.221740	1.200000	1490.759848	0.369443	243.000000	0.000000	1.000000	2.000000
6.918108	1.212887	1.200000	1723.255047	0.388076	246.000000	0.000000	1.000000	2.000000
4.156367	1.411467	1.400000	799.822428	0.258671	267.000000	0.000000	1.000000	2.000000
4.735182	1.422828	1.400000	933.537964	0.279729	270.000000	0.000000	1.000000	2.000000
5.534782	1.422991	1.400000	1216.913088	0.329671	274.000000	0.000000	2.000000	0.000000
5.740176	1.401476	1.400000	1251.877930	0.321066	275.000000	0.000000	1.000000	0.000000
6.578015	1.422357	1.400000	1535.946534	0.358380	279.000000	0.000000	1.000000	2.000000
