V0	Vf	V_sent	D	dt	triple_id	sample_id
0.420000	1.760000	1.800000	1472.160000	0.005000	182.000000	0.000000
0.600000	1.760000	1.800000	1358.740000	0.004000	183.000000	0.000000
0.800000	1.760000	1.800000	1220.540000	0.004018	184.000000	0.000000
1.000000	1.760000	1.800000	1042.340000	0.003000	185.000000	0.000000
1.140000	1.760000	1.800000	870.600000	0.001982	186.000000	0.000000
1.400000	1.760000	1.800000	565.940000	0.001000	187.000000	0.000000
1.600000	1.760000	1.800000	267.740000	0.000982	188.000000	0.000000
1.900000	1.840000	1.800000	228.320000	0.000000	189.000000	0.000000
2.200000	1.840000	1.800000	819.220000	0.000993	190.000000	0.000000
2.400000	1.840000	1.800000	1289.020000	0.002000	191.000000	0.000000
2.600000	1.840000	1.800000	1798.820000	0.003000	192.000000	0.000000
2.780000	1.840000	1.800000	2348.240000	0.003000	193.000000	0.000000
3.000000	1.840000	1.800000	2938.420000	0.004000	194.000000	0.000000
3.200000	1.840000	1.800000	3568.220000	0.005000	195.000000	0.000000
3.400000	1.840000	1.800000	4238.020000	0.005994	196.000000	0.000000
3.600000	1.840000	1.800000	4947.820000	0.007000	197.000000	0.000000
3.780000	1.840000	1.800000	5697.240000	0.008000	198.000000	0.000000
4.000000	1.840000	1.800000	6487.420000	0.008000	199.000000	0.000000
0.000000	1.960000	2.000000	1903.160000	0.006992	200.000000	0.000000
0.160000	1.960000	2.000000	1888.580000	0.007000	201.000000	0.000000
0.420000	1.960000	2.000000	1842.360000	0.006000	202.000000	0.000000
0.600000	1.960000	2.000000	1728.940000	0.006024	203.000000	0.000000
0.800000	1.960000	2.000000	1590.740000	0.005000	204.000000	0.000000
1.000000	1.960000	2.000000	1412.540000	0.003000	205.000000	0.000000
1.140000	1.960000	2.000000	1240.800000	0.002975	206.000000	0.000000
1.400000	1.960000	2.000000	936.140000	0.002027	207.000000	0.000000
1.600000	1.960000	2.000000	637.940000	0.001007	208.000000	0.000000
1.800000	1.960000	2.000000	299.740000	0.001000	209.000000	0.000000
2.200000	2.040000	2.000000	429.420000	0.000000	210.000000	0.000000
2.400000	2.040000	2.000000	899.220000	0.001013	211.000000	0.000000
2.600000	2.040000	2.000000	1409.020000	0.002000	212.000000	0.000000
2.780000	2.040000	2.000000	1958.440000	0.003000	213.000000	0.000000
3.000000	2.040000	2.000000	2548.620000	0.004017	214.000000	0.000000
3.200000	2.040000	2.000000	3178.420000	0.004994	215.000000	0.000000
3.400000	2.040000	2.000000	3848.220000	0.005000	216.000000	0.000000
3.600000	2.040000	2.000000	4558.020000	0.005984	217.000000	0.000000
3.780000	2.040000	2.000000	5307.440000	0.007000	218.000000	0.000000
4.000000	2.040000	2.000000	6097.620000	0.008000	219.000000	0.000000
0.000000	2.160000	2.200000	2313.360000	0.008000	220.000000	0.000000
0.160000	2.160000	2.200000	2298.780000	0.008000	221.000000	0.000000
0.420000	2.160000	2.200000	2252.560000	0.007008	222.000000	0.000000
0.600000	2.160000	2.200000	2139.140000	0.007001	223.000000	0.000000
0.800000	2.160000	2.200000	2000.940000	0.005975	224.000000	0.000000
1.000000	2.160000	2.200000	1822.740000	0.005000	225.000000	0.000000
1.140000	2.160000	2.200000	1651.000000	0.004000	226.000000	0.000000
1.400000	2.160000	2.200000	1346.340000	0.003017	227.000000	0.000000
1.600000	2.160000	2.200000	1048.140000	0.003000	228.000000	0.000000
1.800000	2.160000	2.200000	709.940000	0.002000	229.000000	0.000000
1.900000	2.160000	2.200000	487.440000	0.000973	230.000000	0.000000
