V0	Vf	V_sent	D	dt	triple_id	considered_samples
0.000000	0.000000	0.000000	0.000000	0.000000	191.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000008	192.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000008	193.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000005	194.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000715	195.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000699	196.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000004	197.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000668	198.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001405	199.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001438	200.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000722	201.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000666	202.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000003	203.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	204.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000012	205.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000021	206.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000699	207.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	208.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	209.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	210.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000687	211.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	212.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	213.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001437	214.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001408	215.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000689	216.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000703	217.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	218.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001424	219.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000678	220.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001411	221.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000705	222.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000707	223.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000701	224.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000679	225.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000690	226.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	227.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000003	228.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000733	229.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000713	230.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000709	231.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	232.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	233.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000706	234.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	235.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000719	236.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000022	237.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001431	238.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001415	239.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000689	240.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000694	241.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000687	242.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000003	243.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000724	244.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000707	245.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000703	246.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	247.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000017	248.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000709	249.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000710	250.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000706	251.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	252.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	253.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000013	254.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000027	255.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000024	256.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000023	257.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000706	258.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000709	259.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.002139	260.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000011	261.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001426	262.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.002129	263.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000685	264.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000703	265.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000700	266.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	267.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000706	268.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000003	269.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000705	270.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000708	271.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000705	272.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000717	273.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000708	274.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	275.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000022	276.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001390	277.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000696	278.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000726	279.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001413	280.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001395	281.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001415	282.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001435	283.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000685	284.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	285.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000703	286.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000706	287.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000004	288.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000002	289.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	290.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000702	291.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000696	292.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	293.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	294.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	295.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	296.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000017	297.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000002	298.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000025	299.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000683	300.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001418	301.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.002155	302.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000022	303.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000702	304.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001387	305.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000730	306.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000683	307.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000020	308.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000005	309.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000690	310.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000001	311.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001425	312.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000728	313.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000690	314.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000707	315.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000730	316.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000688	317.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000007	318.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000020	319.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001436	320.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.002151	321.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000691	322.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000718	323.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001449	324.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001396	325.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000021	326.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000708	327.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000025	328.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000752	329.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001415	330.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001415	331.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000715	332.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000004	333.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000726	334.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000707	335.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000708	336.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000684	337.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000017	338.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000668	339.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001415	340.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001412	341.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000690	342.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.001401	343.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.002153	344.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000694	345.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000683	346.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	347.000000	0.000000	1.000000
