V0	Vf	V_sent	D	dt	triple_id	considered_samples
0.880000	3.360000	3.400000	1361.600000	0.003490	344.000000	0.000000	1.000000
1.040000	3.360000	3.400000	1315.600000	0.002512	345.000000	0.000000	1.000000
1.200000	3.360000	3.400000	1255.200000	0.002519	346.000000	0.000000	1.000000
1.440000	3.360000	3.400000	1207.600000	0.002000	347.000000	0.000000	1.000000
1.680000	3.360000	3.400000	1153.600000	0.002498	348.000000	0.000000	1.000000
1.840000	3.360000	3.400000	1059.600000	0.001499	349.000000	0.000000	1.000000
2.080000	3.360000	3.400000	989.600000	0.000984	350.000000	0.000000	1.000000
2.240000	3.360000	3.400000	871.600000	0.001508	351.000000	0.000000	1.000000
2.480000	3.360000	3.400000	785.600000	0.001519	352.000000	0.000000	1.000000
2.640000	3.360000	3.400000	643.600000	0.001000	353.000000	0.000000	1.000000
2.880000	3.360000	3.400000	541.600000	0.001000	354.000000	0.000000	1.000000
3.040000	3.360000	3.400000	375.600000	0.000502	355.000000	0.000000	1.000000
3.280000	3.360000	3.400000	257.600000	0.000000	356.000000	0.000000	1.000000
3.680000	3.440000	3.400000	140.800000	0.000000	357.000000	0.000000	1.000000
3.840000	3.440000	3.400000	363.600000	0.000000	358.000000	0.000000	1.000000
4.080000	3.440000	3.400000	520.800000	0.001520	359.000000	0.000000	1.000000
0.000000	3.600000	3.600000	1620.000000	0.004491	360.000000	0.000000	1.000000
0.240000	3.600000	3.600000	1620.400000	0.005000	361.000000	0.000000	1.000000
0.480000	3.600000	3.600000	1614.400000	0.004014	362.000000	0.000000	1.000000
0.640000	3.600000	3.600000	1592.400000	0.002995	363.000000	0.000000	1.000000
0.880000	3.600000	3.600000	1570.400000	0.003515	364.000000	0.000000	1.000000
1.040000	3.600000	3.600000	1524.400000	0.004007	365.000000	0.000000	1.000000
1.200000	3.600000	3.600000	1464.000000	0.002507	366.000000	0.000000	1.000000
1.440000	3.600000	3.600000	1416.400000	0.002501	367.000000	0.000000	1.000000
1.680000	3.600000	3.600000	1362.400000	0.002997	368.000000	0.000000	1.000000
1.840000	3.600000	3.600000	1268.400000	0.001990	369.000000	0.000000	1.000000
2.080000	3.600000	3.600000	1198.400000	0.001991	370.000000	0.000000	1.000000
2.240000	3.600000	3.600000	1080.400000	0.002501	371.000000	0.000000	1.000000
2.480000	3.600000	3.600000	994.400000	0.000981	372.000000	0.000000	1.000000
2.640000	3.600000	3.600000	852.400000	0.001490	373.000000	0.000000	1.000000
2.880000	3.600000	3.600000	750.400000	0.000482	374.000000	0.000000	1.000000
3.040000	3.600000	3.600000	584.400000	0.000500	375.000000	0.000000	1.000000
3.280000	3.600000	3.600000	466.400000	0.001012	376.000000	0.000000	1.000000
3.440000	3.600000	3.600000	276.400000	0.000499	377.000000	0.000000	1.000000
3.840000	3.600000	3.600000	222.800000	0.001012	378.000000	0.000000	1.000000
4.080000	3.600000	3.600000	380.000000	0.000506	379.000000	0.000000	1.000000
0.000000	3.760000	3.800000	1767.200000	0.003984	380.000000	0.000000	1.000000
0.240000	3.760000	3.800000	1767.600000	0.005990	381.000000	0.000000	1.000000
0.480000	3.760000	3.800000	1761.600000	0.004015	382.000000	0.000000	1.000000
0.640000	3.760000	3.800000	1739.600000	0.004499	383.000000	0.000000	1.000000
0.880000	3.760000	3.800000	1717.600000	0.003486	384.000000	0.000000	1.000000
1.040000	3.760000	3.800000	1671.600000	0.003514	385.000000	0.000000	1.000000
1.200000	3.760000	3.800000	1611.200000	0.003017	386.000000	0.000000	1.000000
1.440000	3.760000	3.800000	1563.600000	0.002999	387.000000	0.000000	1.000000
1.680000	3.760000	3.800000	1509.600000	0.001500	388.000000	0.000000	1.000000
1.840000	3.760000	3.800000	1415.600000	0.002486	389.000000	0.000000	1.000000
2.080000	3.760000	3.800000	1345.600000	0.002530	390.000000	0.000000	1.000000
2.240000	3.760000	3.800000	1227.600000	0.002496	391.000000	0.000000	1.000000
2.480000	3.760000	3.800000	1141.600000	0.001485	392.000000	0.000000	1.000000
2.640000	3.760000	3.800000	999.600000	0.001014	393.000000	0.000000	1.000000
2.880000	3.760000	3.800000	897.600000	0.000987	394.000000	0.000000	1.000000
3.040000	3.760000	3.800000	731.600000	0.001007	395.000000	0.000000	1.000000
3.280000	3.760000	3.800000	613.600000	0.001505	396.000000	0.000000	1.000000
3.440000	3.760000	3.800000	423.600000	0.000516	397.000000	0.000000	1.000000
3.680000	3.760000	3.800000	289.600000	0.000500	398.000000	0.000000	1.000000
4.080000	3.840000	3.800000	156.800000	0.000499	399.000000	0.000000	1.000000
0.000000	4.000000	4.000000	2000.000000	0.005013	400.000000	0.000000	1.000000
0.240000	4.000000	4.000000	2000.400000	0.004510	401.000000	0.000000	1.000000
0.480000	4.000000	4.000000	1994.400000	0.004502	402.000000	0.000000	1.000000
0.640000	4.000000	4.000000	1972.400000	0.004004	403.000000	0.000000	1.000000
0.880000	4.000000	4.000000	1950.400000	0.003499	404.000000	0.000000	1.000000
1.040000	4.000000	4.000000	1904.400000	0.003512	405.000000	0.000000	1.000000
1.200000	4.000000	4.000000	1844.000000	0.004001	406.000000	0.000000	1.000000
1.440000	4.000000	4.000000	1796.400000	0.003498	407.000000	0.000000	1.000000
1.680000	4.000000	4.000000	1742.400000	0.003002	408.000000	0.000000	1.000000
1.840000	4.000000	4.000000	1648.400000	0.002488	409.000000	0.000000	1.000000
2.080000	4.000000	4.000000	1578.400000	0.002484	410.000000	0.000000	1.000000
2.240000	4.000000	4.000000	1460.400000	0.002496	411.000000	0.000000	1.000000
2.480000	4.000000	4.000000	1374.400000	0.002002	412.000000	0.000000	1.000000
2.640000	4.000000	4.000000	1232.400000	0.001493	413.000000	0.000000	1.000000
2.880000	4.000000	4.000000	1130.400000	0.001985	414.000000	0.000000	1.000000
3.040000	4.000000	4.000000	964.400000	0.000990	415.000000	0.000000	1.000000
3.280000	4.000000	4.000000	846.400000	0.001015	416.000000	0.000000	1.000000
3.440000	4.000000	4.000000	656.400000	0.001000	417.000000	0.000000	1.000000
3.680000	4.000000	4.000000	522.400000	0.001015	418.000000	0.000000	1.000000
3.840000	4.000000	4.000000	308.400000	0.000000	419.000000	0.000000	1.000000
