V0	Vf	V_sent	D	dt
-6.500614	-6.969739	-7.000000	1003.941406	0.172008
-6.003838	-6.993875	-7.000000	1611.367187	0.227969
-5.502610	-6.972902	-7.000000	1964.574219	0.345002
-5.003726	-6.961967	-7.000000	2488.703125	0.628969
-4.503435	-6.975597	-7.000000	2925.207031	0.446023
-4.000567	-6.997897	-7.000000	3464.656250	0.645003
-3.500316	-7.004654	-7.000000	3696.171875	0.588002
-3.003501	-7.003716	-7.000000	4106.546875	0.728998
-2.491025	-6.977003	-7.000000	4108.328125	0.869041
-2.002568	-6.998210	-7.000000	4316.031250	1.019001
-1.502278	-6.979229	-7.000000	4425.882812	0.972999
-1.000581	-6.968450	-7.000000	4558.234375	1.133005
-0.504040	-6.981572	-7.000000	4560.113281	1.205003
0.000000	-6.998561	-7.000000	4609.917969	1.126966
-7.001803	-6.507409	-6.500000	902.460937	0.171984
-6.001144	-6.469800	-6.500000	928.925781	0.227001
-5.502415	-6.493936	-6.500000	1486.347656	0.258001
-5.000562	-6.503152	-6.500000	2106.335937	0.357027
-4.503435	-6.461989	-6.500000	2280.324219	0.573001
-4.002325	-6.475541	-6.500000	2600.136719	0.688000
-3.502151	-6.500965	-6.500000	3202.347656	0.475000
-3.004555	-6.476009	-6.500000	3208.492187	0.601991
-2.503679	-6.496748	-6.500000	3498.062500	0.746989
-2.001982	-6.477064	-6.500000	3633.171875	0.913001
-1.503332	-6.498153	-6.500000	3882.609375	1.197035
-1.002456	-6.479290	-6.500000	3892.441406	0.888963
-0.504040	-6.450116	-6.500000	3883.019531	1.059000
0.000000	-6.477884	-6.500000	3927.257812	1.234997
-7.002545	-6.001026	-6.000000	1645.234375	0.348030
-6.501551	-6.007353	-6.000000	944.132812	0.115007
-5.502610	-5.969744	-6.000000	899.796875	0.117003
-5.002203	-5.993997	-6.000000	1361.320312	0.202006
-4.500623	-5.972907	-6.000000	1722.855469	0.447002
-4.002325	-5.995402	-6.000000	2205.292969	0.452002
-3.502151	-5.975485	-6.000000	2408.429687	0.417036
-3.003384	-5.996340	-6.000000	2681.433594	0.650023
-2.460328	-5.976305	-6.000000	2867.273437	0.615027
-1.966716	-5.996691	-6.000000	3139.664062	0.716998
-1.501692	-5.985834	-6.000000	3324.820312	0.823003
-1.002456	-5.998214	-6.000000	3365.832031	0.945004
-0.501111	-5.987240	-6.000000	3459.078125	0.919994
0.000000	-5.997160	-6.000000	3401.476562	1.245035
-7.003716	-5.524520	-5.500000	1949.027344	0.348033
-6.501551	-5.501087	-5.500000	1303.507812	0.228975
-6.003838	-5.545766	-5.500000	869.121094	0.115001
-5.001383	-5.502884	-5.500000	962.347656	0.155998
-4.500623	-5.469980	-5.500000	1282.113281	0.342005
-4.002559	-5.472851	-5.500000	1589.515625	0.274018
-3.502151	-5.495463	-5.500000	1921.902344	0.414031
-3.002368	-5.475546	-5.500000	2100.035156	0.531959
-2.502859	-5.496166	-5.500000	2422.753906	0.686958
-1.995538	-5.485153	-5.500000	2683.449219	0.592001
-1.500520	-5.496635	-5.500000	2739.582031	0.746999
-0.974649	-5.477186	-5.500000	2782.984375	0.933994
-0.501111	-5.498158	-5.500000	2874.074219	1.089702
0.000000	-5.473280	-5.500000	2884.554687	0.972957
-7.000670	-5.025870	-5.000000	2334.738281	0.519010
-6.503152	-5.038992	-5.000000	1644.871094	0.286003
-6.003838	-5.001031	-5.000000	1195.148437	0.172999
-5.502610	-5.007358	-5.000000	885.789062	0.128008
-4.503201	-4.981113	-5.000000	787.292969	0.175002
-4.002559	-4.994001	-5.000000	1111.273437	0.188999
-3.502151	-4.972912	-5.000000	1331.109375	0.273683
-3.003384	-4.995407	-5.000000	1755.203125	0.398028
-2.504265	-5.004546	-5.000000	2016.742187	0.517006
-2.002568	-4.995993	-5.000000	2114.363281	0.494005
-1.502278	-4.975958	-5.000000	2208.300781	0.839030
-1.002456	-4.996696	-5.000000	2356.167969	0.639001
-0.504040	-4.977130	-5.000000	2341.234375	0.722980
0.000000	-4.951471	-5.000000	2303.953125	0.874916
-7.003716	-4.515152	-4.500000	2606.542969	0.558999
-6.503309	-4.495117	-4.500000	2217.988281	0.391031
-6.001144	-4.539053	-4.500000	1653.257812	0.230996
-5.502415	-4.500116	-4.500000	1253.460937	0.234035
-5.002593	-4.507419	-4.500000	719.089844	0.131038
-3.981626	-4.469809	-4.500000	562.214844	0.116958
-3.500511	-4.493945	-4.500000	986.246094	0.191999
-2.902388	-4.473441	-4.500000	1173.074219	0.340974
-2.504265	-4.495468	-4.500000	1488.484375	0.331000
-1.966716	-4.475550	-4.500000	1616.636719	0.585025
-1.502278	-4.496054	-4.500000	1780.957031	0.560003
-0.982304	-4.475902	-4.500000	1866.566406	0.663962
-0.501228	-4.496640	-4.500000	1931.078125	0.799977
0.000000	-4.456335	-4.500000	1874.699219	0.917005
-7.001139	-4.006660	-4.000000	3243.527344	0.564002
-6.500614	-4.015095	-4.000000	2598.179687	0.449002
-5.938344	-4.026343	-4.000000	1851.757812	0.543953
-5.502610	-4.038997	-4.000000	1361.484375	0.274995
-5.002203	-4.000919	-4.000000	1061.781250	0.317018
-4.500975	-4.007480	-4.000000	644.074219	0.158998
-3.500394	-4.003848	-4.000000	591.441406	0.127357
-3.003384	-3.993889	-4.000000	861.222656	0.226000
-2.501336	-3.972799	-4.000000	1076.898437	0.264002
-1.984642	-3.995529	-4.000000	1305.117187	0.474032
-1.502278	-3.950948	-4.000000	1408.242187	0.515002
-1.002846	-3.996115	-4.000000	1480.828125	0.571707
-0.500759	-3.976080	-4.000000	1508.156250	0.858988
0.000000	-3.961786	-4.000000	1536.472656	0.848967
-7.002545	-3.500394	-3.500000	3370.636719	0.736999
-6.501551	-3.503752	-3.500000	2851.683594	0.601030
-5.938344	-3.515508	-3.500000	2156.953125	0.390957
-5.502376	-3.525818	-3.500000	1713.820312	0.402537
-5.003726	-3.539058	-3.500000	1219.804687	0.314963
-4.502732	-3.534371	-3.500000	840.941406	0.186956
-4.000567	-3.507424	-3.500000	569.058594	0.116757
-3.003384	-3.469814	-3.500000	478.839844	0.114001
-2.503679	-3.493950	-3.500000	777.871094	0.415022
-2.003271	-3.472860	-3.500000	922.699219	0.435023
-1.503332	-3.495473	-3.500000	1030.078125	0.572009
-1.000269	-3.488853	-3.500000	1204.074219	0.426996
-0.504040	-3.462979	-3.500000	1189.171875	0.487002
0.000000	-3.474032	-3.500000	1126.761719	0.645998
-7.004302	-3.037127	-3.000000	3579.679687	0.655957
-6.502254	-3.000455	-3.000000	3162.261719	0.518010
-6.003838	-3.006547	-3.000000	2518.312500	0.489999
-5.502376	-3.015100	-3.000000	2114.746094	0.459998
-5.003140	-3.025879	-3.000000	1484.578125	0.429038
-4.502732	-3.039002	-3.000000	1153.109375	0.229002
-4.000216	-3.001040	-3.000000	761.722656	0.258971
-3.502151	-3.007367	-3.000000	552.386719	0.128971
-2.502859	-3.003735	-3.000000	453.894531	0.129966
-2.002568	-2.959330	-3.000000	586.105469	0.283001
-1.502278	-2.972921	-3.000000	747.660156	0.276042
-0.970001	-2.995534	-3.000000	796.875000	0.414007
