V0	Vf	V_sent
3.800000	0.200000	0.200000	55.000000
4.000000	0.200000	0.200000	56.000000
4.200000	0.200000	0.200000	57.000000
4.400000	0.200000	0.200000	58.000000
4.600000	0.200000	0.200000	59.000000
4.800000	0.200000	0.200000	60.000000
5.000000	0.200000	0.200000	61.000000
5.200000	0.200000	0.200000	62.000000
5.400000	0.200000	0.200000	63.000000
5.600000	0.200000	0.200000	64.000000
5.800000	0.200000	0.200000	65.000000
6.000000	0.200000	0.200000	66.000000
6.200000	0.200000	0.200000	67.000000
6.400000	0.200000	0.200000	68.000000
6.600000	0.200000	0.200000	69.000000
6.800000	0.200000	0.200000	70.000000
7.000000	0.200000	0.200000	71.000000
0.000000	0.400000	0.400000	72.000000
0.200000	0.400000	0.400000	73.000000
0.600000	0.400000	0.400000	74.000000
0.800000	0.400000	0.400000	75.000000
1.000000	0.400000	0.400000	76.000000
1.200000	0.400000	0.400000	77.000000
1.400000	0.400000	0.400000	78.000000
1.600000	0.400000	0.400000	79.000000
1.800000	0.400000	0.400000	80.000000
2.000000	0.400000	0.400000	81.000000
2.200000	0.400000	0.400000	82.000000
2.400000	0.400000	0.400000	83.000000
2.600000	0.400000	0.400000	84.000000
2.800000	0.400000	0.400000	85.000000
3.000000	0.400000	0.400000	86.000000
3.200000	0.400000	0.400000	87.000000
3.400000	0.400000	0.400000	88.000000
3.600000	0.400000	0.400000	89.000000
3.800000	0.400000	0.400000	90.000000
4.000000	0.400000	0.400000	91.000000
4.200000	0.400000	0.400000	92.000000
4.400000	0.400000	0.400000	93.000000
4.600000	0.400000	0.400000	94.000000
4.800000	0.400000	0.400000	95.000000
5.000000	0.400000	0.400000	96.000000
5.200000	0.400000	0.400000	97.000000
5.400000	0.400000	0.400000	98.000000
5.600000	0.400000	0.400000	99.000000
5.800000	0.400000	0.400000	100.000000
6.000000	0.400000	0.400000	101.000000
6.200000	0.400000	0.400000	102.000000
6.400000	0.400000	0.400000	103.000000
6.600000	0.400000	0.400000	104.000000
6.800000	0.400000	0.400000	105.000000
7.000000	0.400000	0.400000	106.000000
0.000000	0.600000	0.600000	107.000000
0.200000	0.600000	0.600000	108.000000
0.400000	0.600000	0.600000	109.000000
0.800000	0.600000	0.600000	110.000000
1.000000	0.600000	0.600000	111.000000
1.200000	0.600000	0.600000	112.000000
1.400000	0.600000	0.600000	113.000000
1.600000	0.600000	0.600000	114.000000
1.800000	0.600000	0.600000	115.000000
2.000000	0.600000	0.600000	116.000000
2.200000	0.600000	0.600000	117.000000
2.400000	0.600000	0.600000	118.000000
2.600000	0.600000	0.600000	119.000000
2.800000	0.600000	0.600000	120.000000
3.000000	0.600000	0.600000	121.000000
3.200000	0.600000	0.600000	122.000000
3.400000	0.600000	0.600000	123.000000
3.600000	0.600000	0.600000	124.000000
3.800000	0.600000	0.600000	125.000000
4.000000	0.600000	0.600000	126.000000
4.200000	0.600000	0.600000	127.000000
4.400000	0.600000	0.600000	128.000000
4.600000	0.600000	0.600000	129.000000
4.800000	0.600000	0.600000	130.000000
5.000000	0.600000	0.600000	131.000000
5.200000	0.600000	0.600000	132.000000
5.400000	0.600000	0.600000	133.000000
5.600000	0.600000	0.600000	134.000000
5.800000	0.600000	0.600000	135.000000
6.000000	0.600000	0.600000	136.000000
6.200000	0.600000	0.600000	137.000000
6.400000	0.600000	0.600000	138.000000
6.600000	0.600000	0.600000	139.000000
6.800000	0.600000	0.600000	140.000000
7.000000	0.600000	0.600000	141.000000
0.000000	0.800000	0.800000	142.000000
0.200000	0.800000	0.800000	143.000000
0.400000	0.800000	0.800000	144.000000
0.600000	0.800000	0.800000	145.000000
1.000000	0.800000	0.800000	146.000000
1.200000	0.800000	0.800000	147.000000
1.400000	0.800000	0.800000	148.000000
1.600000	0.800000	0.800000	149.000000
1.800000	0.800000	0.800000	150.000000
2.000000	0.800000	0.800000	151.000000
2.200000	0.800000	0.800000	152.000000
2.400000	0.800000	0.800000	153.000000
2.600000	0.800000	0.800000	154.000000
2.800000	0.800000	0.800000	155.000000
3.000000	0.800000	0.800000	156.000000
3.200000	0.800000	0.800000	157.000000
3.400000	0.800000	0.800000	158.000000
3.600000	0.800000	0.800000	159.000000
3.800000	0.800000	0.800000	160.000000
4.000000	0.800000	0.800000	161.000000
4.200000	0.800000	0.800000	162.000000
4.400000	0.800000	0.800000	163.000000
4.600000	0.800000	0.800000	164.000000
4.800000	0.800000	0.800000	165.000000
5.000000	0.800000	0.800000	166.000000
5.200000	0.800000	0.800000	167.000000
5.400000	0.800000	0.800000	168.000000
5.600000	0.800000	0.800000	169.000000
5.800000	0.800000	0.800000	170.000000
6.000000	0.800000	0.800000	171.000000
6.200000	0.800000	0.800000	172.000000
6.400000	0.800000	0.800000	173.000000
6.600000	0.800000	0.800000	174.000000
6.800000	0.800000	0.800000	175.000000
7.000000	0.800000	0.800000	176.000000
0.000000	1.000000	1.000000	177.000000
0.200000	1.000000	1.000000	178.000000
0.400000	1.000000	1.000000	179.000000
0.600000	1.000000	1.000000	180.000000
0.800000	1.000000	1.000000	181.000000
1.200000	1.000000	1.000000	182.000000
1.400000	1.000000	1.000000	183.000000
1.600000	1.000000	1.000000	184.000000
1.800000	1.000000	1.000000	185.000000
2.000000	1.000000	1.000000	186.000000
2.200000	1.000000	1.000000	187.000000
2.400000	1.000000	1.000000	188.000000
2.600000	1.000000	1.000000	189.000000
2.800000	1.000000	1.000000	190.000000
3.000000	1.000000	1.000000	191.000000
3.200000	1.000000	1.000000	192.000000
3.400000	1.000000	1.000000	193.000000
3.600000	1.000000	1.000000	194.000000
3.800000	1.000000	1.000000	195.000000
4.000000	1.000000	1.000000	196.000000
4.200000	1.000000	1.000000	197.000000
4.400000	1.000000	1.000000	198.000000
4.600000	1.000000	1.000000	199.000000
4.800000	1.000000	1.000000	200.000000
5.000000	1.000000	1.000000	201.000000
5.200000	1.000000	1.000000	202.000000
5.400000	1.000000	1.000000	203.000000
5.600000	1.000000	1.000000	204.000000
5.800000	1.000000	1.000000	205.000000
6.000000	1.000000	1.000000	206.000000
6.200000	1.000000	1.000000	207.000000
6.400000	1.000000	1.000000	208.000000
6.600000	1.000000	1.000000	209.000000
6.800000	1.000000	1.000000	210.000000
7.000000	1.000000	1.000000	211.000000
0.000000	1.200000	1.200000	212.000000
0.200000	1.200000	1.200000	213.000000
0.400000	1.200000	1.200000	214.000000
0.600000	1.200000	1.200000	215.000000
0.800000	1.200000	1.200000	216.000000
1.000000	1.200000	1.200000	217.000000
1.400000	1.200000	1.200000	218.000000
1.600000	1.200000	1.200000	219.000000
1.800000	1.200000	1.200000	220.000000
2.000000	1.200000	1.200000	221.000000
2.200000	1.200000	1.200000	222.000000
2.400000	1.200000	1.200000	223.000000
2.600000	1.200000	1.200000	224.000000
2.800000	1.200000	1.200000	225.000000
3.000000	1.200000	1.200000	226.000000
3.200000	1.200000	1.200000	227.000000
3.400000	1.200000	1.200000	228.000000
3.600000	1.200000	1.200000	229.000000
3.800000	1.200000	1.200000	230.000000
4.000000	1.200000	1.200000	231.000000
4.200000	1.200000	1.200000	232.000000
4.400000	1.200000	1.200000	233.000000
4.600000	1.200000	1.200000	234.000000
4.800000	1.200000	1.200000	235.000000
5.000000	1.200000	1.200000	236.000000
5.200000	1.200000	1.200000	237.000000
5.400000	1.200000	1.200000	238.000000
5.600000	1.200000	1.200000	239.000000
5.800000	1.200000	1.200000	240.000000
6.000000	1.200000	1.200000	241.000000
6.200000	1.200000	1.200000	242.000000
6.400000	1.200000	1.200000	243.000000
6.600000	1.200000	1.200000	244.000000
6.800000	1.200000	1.200000	245.000000
7.000000	1.200000	1.200000	246.000000
0.000000	1.400000	1.400000	247.000000
0.200000	1.400000	1.400000	248.000000
0.400000	1.400000	1.400000	249.000000
0.600000	1.400000	1.400000	250.000000
0.800000	1.400000	1.400000	251.000000
1.000000	1.400000	1.400000	252.000000
1.200000	1.400000	1.400000	253.000000
1.600000	1.400000	1.400000	254.000000
1.800000	1.400000	1.400000	255.000000
2.000000	1.400000	1.400000	256.000000
2.200000	1.400000	1.400000	257.000000
2.400000	1.400000	1.400000	258.000000
2.600000	1.400000	1.400000	259.000000
2.800000	1.400000	1.400000	260.000000
3.000000	1.400000	1.400000	261.000000
3.200000	1.400000	1.400000	262.000000
3.400000	1.400000	1.400000	263.000000
3.600000	1.400000	1.400000	264.000000
3.800000	1.400000	1.400000	265.000000
4.000000	1.400000	1.400000	266.000000
4.200000	1.400000	1.400000	267.000000
4.400000	1.400000	1.400000	268.000000
4.600000	1.400000	1.400000	269.000000
4.800000	1.400000	1.400000	270.000000
5.000000	1.400000	1.400000	271.000000
5.200000	1.400000	1.400000	272.000000
5.400000	1.400000	1.400000	273.000000
5.600000	1.400000	1.400000	274.000000
5.800000	1.400000	1.400000	275.000000
6.000000	1.400000	1.400000	276.000000
6.200000	1.400000	1.400000	277.000000
6.400000	1.400000	1.400000	278.000000
6.600000	1.400000	1.400000	279.000000
6.800000	1.400000	1.400000	280.000000
7.000000	1.400000	1.400000	281.000000
0.000000	1.600000	1.600000	282.000000
0.200000	1.600000	1.600000	283.000000
0.400000	1.600000	1.600000	284.000000
0.600000	1.600000	1.600000	285.000000
0.800000	1.600000	1.600000	286.000000
1.000000	1.600000	1.600000	287.000000
1.200000	1.600000	1.600000	288.000000
1.400000	1.600000	1.600000	289.000000
1.800000	1.600000	1.600000	290.000000
2.000000	1.600000	1.600000	291.000000
2.200000	1.600000	1.600000	292.000000
2.400000	1.600000	1.600000	293.000000
2.600000	1.600000	1.600000	294.000000
2.800000	1.600000	1.600000	295.000000
3.000000	1.600000	1.600000	296.000000
3.200000	1.600000	1.600000	297.000000
3.400000	1.600000	1.600000	298.000000
3.600000	1.600000	1.600000	299.000000
3.800000	1.600000	1.600000	300.000000
4.000000	1.600000	1.600000	301.000000
4.200000	1.600000	1.600000	302.000000
4.400000	1.600000	1.600000	303.000000
4.600000	1.600000	1.600000	304.000000
4.800000	1.600000	1.600000	305.000000
5.000000	1.600000	1.600000	306.000000
5.200000	1.600000	1.600000	307.000000
5.400000	1.600000	1.600000	308.000000
5.600000	1.600000	1.600000	309.000000
5.800000	1.600000	1.600000	310.000000
6.000000	1.600000	1.600000	311.000000
6.200000	1.600000	1.600000	312.000000
6.400000	1.600000	1.600000	313.000000
6.600000	1.600000	1.600000	314.000000
6.800000	1.600000	1.600000	315.000000
7.000000	1.600000	1.600000	316.000000
0.000000	1.800000	1.800000	317.000000
0.200000	1.800000	1.800000	318.000000
0.400000	1.800000	1.800000	319.000000
0.600000	1.800000	1.800000	320.000000
0.800000	1.800000	1.800000	321.000000
1.000000	1.800000	1.800000	322.000000
1.200000	1.800000	1.800000	323.000000
1.400000	1.800000	1.800000	324.000000
1.600000	1.800000	1.800000	325.000000
2.000000	1.800000	1.800000	326.000000
2.200000	1.800000	1.800000	327.000000
2.400000	1.800000	1.800000	328.000000
2.600000	1.800000	1.800000	329.000000
2.800000	1.800000	1.800000	330.000000
3.000000	1.800000	1.800000	331.000000
3.200000	1.800000	1.800000	332.000000
3.400000	1.800000	1.800000	333.000000
3.600000	1.800000	1.800000	334.000000
3.800000	1.800000	1.800000	335.000000
4.000000	1.800000	1.800000	336.000000
4.200000	1.800000	1.800000	337.000000
4.400000	1.800000	1.800000	338.000000
4.600000	1.800000	1.800000	339.000000
4.800000	1.800000	1.800000	340.000000
5.000000	1.800000	1.800000	341.000000
5.200000	1.800000	1.800000	342.000000
5.400000	1.800000	1.800000	343.000000
5.600000	1.800000	1.800000	344.000000
5.800000	1.800000	1.800000	345.000000
6.000000	1.800000	1.800000	346.000000
6.200000	1.800000	1.800000	347.000000
6.400000	1.800000	1.800000	348.000000
6.600000	1.800000	1.800000	349.000000
6.800000	1.800000	1.800000	350.000000
7.000000	1.800000	1.800000	351.000000
0.000000	2.000000	2.000000	352.000000
0.200000	2.000000	2.000000	353.000000
0.400000	2.000000	2.000000	354.000000
0.600000	2.000000	2.000000	355.000000
0.800000	2.000000	2.000000	356.000000
1.000000	2.000000	2.000000	357.000000
1.200000	2.000000	2.000000	358.000000
1.400000	2.000000	2.000000	359.000000
1.600000	2.000000	2.000000	360.000000
1.800000	2.000000	2.000000	361.000000
2.200000	2.000000	2.000000	362.000000
2.400000	2.000000	2.000000	363.000000
2.600000	2.000000	2.000000	364.000000
2.800000	2.000000	2.000000	365.000000
3.000000	2.000000	2.000000	366.000000
3.200000	2.000000	2.000000	367.000000
3.400000	2.000000	2.000000	368.000000
3.600000	2.000000	2.000000	369.000000
3.800000	2.000000	2.000000	370.000000
4.000000	2.000000	2.000000	371.000000
4.200000	2.000000	2.000000	372.000000
4.400000	2.000000	2.000000	373.000000
4.600000	2.000000	2.000000	374.000000
4.800000	2.000000	2.000000	375.000000
5.000000	2.000000	2.000000	376.000000
5.200000	2.000000	2.000000	377.000000
5.400000	2.000000	2.000000	378.000000
5.600000	2.000000	2.000000	379.000000
5.800000	2.000000	2.000000	380.000000
6.000000	2.000000	2.000000	381.000000
6.200000	2.000000	2.000000	382.000000
6.400000	2.000000	2.000000	383.000000
6.600000	2.000000	2.000000	384.000000
6.800000	2.000000	2.000000	385.000000
7.000000	2.000000	2.000000	386.000000
0.000000	2.200000	2.200000	387.000000
0.200000	2.200000	2.200000	388.000000
0.400000	2.200000	2.200000	389.000000
0.600000	2.200000	2.200000	390.000000
0.800000	2.200000	2.200000	391.000000
1.000000	2.200000	2.200000	392.000000
1.200000	2.200000	2.200000	393.000000
1.400000	2.200000	2.200000	394.000000
1.600000	2.200000	2.200000	395.000000
1.800000	2.200000	2.200000	396.000000
2.000000	2.200000	2.200000	397.000000
2.400000	2.200000	2.200000	398.000000
2.600000	2.200000	2.200000	399.000000
2.800000	2.200000	2.200000	400.000000
3.000000	2.200000	2.200000	401.000000
3.200000	2.200000	2.200000	402.000000
3.400000	2.200000	2.200000	403.000000
3.600000	2.200000	2.200000	404.000000
3.800000	2.200000	2.200000	405.000000
4.000000	2.200000	2.200000	406.000000
4.200000	2.200000	2.200000	407.000000
4.400000	2.200000	2.200000	408.000000
4.600000	2.200000	2.200000	409.000000
4.800000	2.200000	2.200000	410.000000
5.000000	2.200000	2.200000	411.000000
5.200000	2.200000	2.200000	412.000000
5.400000	2.200000	2.200000	413.000000
5.600000	2.200000	2.200000	414.000000
5.800000	2.200000	2.200000	415.000000
6.000000	2.200000	2.200000	416.000000
6.200000	2.200000	2.200000	417.000000
6.400000	2.200000	2.200000	418.000000
6.600000	2.200000	2.200000	419.000000
6.800000	2.200000	2.200000	420.000000
7.000000	2.200000	2.200000	421.000000
0.000000	2.400000	2.400000	422.000000
0.200000	2.400000	2.400000	423.000000
0.400000	2.400000	2.400000	424.000000
0.600000	2.400000	2.400000	425.000000
0.800000	2.400000	2.400000	426.000000
1.000000	2.400000	2.400000	427.000000
1.200000	2.400000	2.400000	428.000000
1.400000	2.400000	2.400000	429.000000
1.600000	2.400000	2.400000	430.000000
1.800000	2.400000	2.400000	431.000000
2.000000	2.400000	2.400000	432.000000
2.200000	2.400000	2.400000	433.000000
2.600000	2.400000	2.400000	434.000000
2.800000	2.400000	2.400000	435.000000
3.000000	2.400000	2.400000	436.000000
3.200000	2.400000	2.400000	437.000000
3.400000	2.400000	2.400000	438.000000
3.600000	2.400000	2.400000	439.000000
3.800000	2.400000	2.400000	440.000000
4.000000	2.400000	2.400000	441.000000
4.200000	2.400000	2.400000	442.000000
4.400000	2.400000	2.400000	443.000000
4.600000	2.400000	2.400000	444.000000
4.800000	2.400000	2.400000	445.000000
5.000000	2.400000	2.400000	446.000000
5.200000	2.400000	2.400000	447.000000
5.400000	2.400000	2.400000	448.000000
5.600000	2.400000	2.400000	449.000000
5.800000	2.400000	2.400000	450.000000
6.000000	2.400000	2.400000	451.000000
6.200000	2.400000	2.400000	452.000000
6.400000	2.400000	2.400000	453.000000
6.600000	2.400000	2.400000	454.000000
6.800000	2.400000	2.400000	455.000000
7.000000	2.400000	2.400000	456.000000
0.000000	2.600000	2.600000	457.000000
0.200000	2.600000	2.600000	458.000000
0.400000	2.600000	2.600000	459.000000
0.600000	2.600000	2.600000	460.000000
0.800000	2.600000	2.600000	461.000000
1.000000	2.600000	2.600000	462.000000
1.200000	2.600000	2.600000	463.000000
1.400000	2.600000	2.600000	464.000000
1.600000	2.600000	2.600000	465.000000
1.800000	2.600000	2.600000	466.000000
2.000000	2.600000	2.600000	467.000000
2.200000	2.600000	2.600000	468.000000
2.400000	2.600000	2.600000	469.000000
2.800000	2.600000	2.600000	470.000000
3.000000	2.600000	2.600000	471.000000
3.200000	2.600000	2.600000	472.000000
3.400000	2.600000	2.600000	473.000000
3.600000	2.600000	2.600000	474.000000
3.800000	2.600000	2.600000	475.000000
4.000000	2.600000	2.600000	476.000000
4.200000	2.600000	2.600000	477.000000
4.400000	2.600000	2.600000	478.000000
4.600000	2.600000	2.600000	479.000000
4.800000	2.600000	2.600000	480.000000
5.000000	2.600000	2.600000	481.000000
5.200000	2.600000	2.600000	482.000000
5.400000	2.600000	2.600000	483.000000
5.600000	2.600000	2.600000	484.000000
5.800000	2.600000	2.600000	485.000000
6.000000	2.600000	2.600000	486.000000
6.200000	2.600000	2.600000	487.000000
6.400000	2.600000	2.600000	488.000000
6.600000	2.600000	2.600000	489.000000
6.800000	2.600000	2.600000	490.000000
7.000000	2.600000	2.600000	491.000000
0.000000	2.800000	2.800000	492.000000
0.200000	2.800000	2.800000	493.000000
0.400000	2.800000	2.800000	494.000000
0.600000	2.800000	2.800000	495.000000
0.800000	2.800000	2.800000	496.000000
1.000000	2.800000	2.800000	497.000000
1.200000	2.800000	2.800000	498.000000
1.400000	2.800000	2.800000	499.000000
1.600000	2.800000	2.800000	500.000000
1.800000	2.800000	2.800000	501.000000
2.000000	2.800000	2.800000	502.000000
2.200000	2.800000	2.800000	503.000000
2.400000	2.800000	2.800000	504.000000
2.600000	2.800000	2.800000	505.000000
3.000000	2.800000	2.800000	506.000000
3.200000	2.800000	2.800000	507.000000
3.400000	2.800000	2.800000	508.000000
3.600000	2.800000	2.800000	509.000000
3.800000	2.800000	2.800000	510.000000
4.000000	2.800000	2.800000	511.000000
4.200000	2.800000	2.800000	512.000000
4.400000	2.800000	2.800000	513.000000
4.600000	2.800000	2.800000	514.000000
4.800000	2.800000	2.800000	515.000000
5.000000	2.800000	2.800000	516.000000
5.200000	2.800000	2.800000	517.000000
5.400000	2.800000	2.800000	518.000000
5.600000	2.800000	2.800000	519.000000
5.800000	2.800000	2.800000	520.000000
6.000000	2.800000	2.800000	521.000000
6.200000	2.800000	2.800000	522.000000
6.400000	2.800000	2.800000	523.000000
6.600000	2.800000	2.800000	524.000000
6.800000	2.800000	2.800000	525.000000
7.000000	2.800000	2.800000	526.000000
0.000000	3.000000	3.000000	527.000000
0.200000	3.000000	3.000000	528.000000
0.400000	3.000000	3.000000	529.000000
0.600000	3.000000	3.000000	530.000000
0.800000	3.000000	3.000000	531.000000
1.000000	3.000000	3.000000	532.000000
1.200000	3.000000	3.000000	533.000000
1.400000	3.000000	3.000000	534.000000
1.600000	3.000000	3.000000	535.000000
1.800000	3.000000	3.000000	536.000000
2.000000	3.000000	3.000000	537.000000
2.200000	3.000000	3.000000	538.000000
2.400000	3.000000	3.000000	539.000000
2.600000	3.000000	3.000000	540.000000
2.800000	3.000000	3.000000	541.000000
3.200000	3.000000	3.000000	542.000000
3.400000	3.000000	3.000000	543.000000
3.600000	3.000000	3.000000	544.000000
3.800000	3.000000	3.000000	545.000000
4.000000	3.000000	3.000000	546.000000
4.200000	3.000000	3.000000	547.000000
4.400000	3.000000	3.000000	548.000000
4.600000	3.000000	3.000000	549.000000
4.800000	3.000000	3.000000	550.000000
5.000000	3.000000	3.000000	551.000000
5.200000	3.000000	3.000000	552.000000
5.400000	3.000000	3.000000	553.000000
5.600000	3.000000	3.000000	554.000000
5.800000	3.000000	3.000000	555.000000
6.000000	3.000000	3.000000	556.000000
6.200000	3.000000	3.000000	557.000000
6.400000	3.000000	3.000000	558.000000
6.600000	3.000000	3.000000	559.000000
6.800000	3.000000	3.000000	560.000000
7.000000	3.000000	3.000000	561.000000
0.000000	3.200000	3.200000	562.000000
0.200000	3.200000	3.200000	563.000000
0.400000	3.200000	3.200000	564.000000
0.600000	3.200000	3.200000	565.000000
0.800000	3.200000	3.200000	566.000000
1.000000	3.200000	3.200000	567.000000
1.200000	3.200000	3.200000	568.000000
1.400000	3.200000	3.200000	569.000000
1.600000	3.200000	3.200000	570.000000
1.800000	3.200000	3.200000	571.000000
2.000000	3.200000	3.200000	572.000000
2.200000	3.200000	3.200000	573.000000
2.400000	3.200000	3.200000	574.000000
2.600000	3.200000	3.200000	575.000000
2.800000	3.200000	3.200000	576.000000
3.000000	3.200000	3.200000	577.000000
3.400000	3.200000	3.200000	578.000000
3.600000	3.200000	3.200000	579.000000
3.800000	3.200000	3.200000	580.000000
4.000000	3.200000	3.200000	581.000000
4.200000	3.200000	3.200000	582.000000
4.400000	3.200000	3.200000	583.000000
4.600000	3.200000	3.200000	584.000000
4.800000	3.200000	3.200000	585.000000
5.000000	3.200000	3.200000	586.000000
5.200000	3.200000	3.200000	587.000000
5.400000	3.200000	3.200000	588.000000
5.600000	3.200000	3.200000	589.000000
5.800000	3.200000	3.200000	590.000000
6.000000	3.200000	3.200000	591.000000
6.200000	3.200000	3.200000	592.000000
6.400000	3.200000	3.200000	593.000000
6.600000	3.200000	3.200000	594.000000
6.800000	3.200000	3.200000	595.000000
7.000000	3.200000	3.200000	596.000000
0.000000	3.400000	3.400000	597.000000
0.200000	3.400000	3.400000	598.000000
0.400000	3.400000	3.400000	599.000000
0.600000	3.400000	3.400000	600.000000
0.800000	3.400000	3.400000	601.000000
1.000000	3.400000	3.400000	602.000000
1.200000	3.400000	3.400000	603.000000
1.400000	3.400000	3.400000	604.000000
1.600000	3.400000	3.400000	605.000000
1.800000	3.400000	3.400000	606.000000
2.000000	3.400000	3.400000	607.000000
2.200000	3.400000	3.400000	608.000000
2.400000	3.400000	3.400000	609.000000
2.600000	3.400000	3.400000	610.000000
2.800000	3.400000	3.400000	611.000000
3.000000	3.400000	3.400000	612.000000
3.200000	3.400000	3.400000	613.000000
3.600000	3.400000	3.400000	614.000000
3.800000	3.400000	3.400000	615.000000
4.000000	3.400000	3.400000	616.000000
4.200000	3.400000	3.400000	617.000000
4.400000	3.400000	3.400000	618.000000
4.600000	3.400000	3.400000	619.000000
4.800000	3.400000	3.400000	620.000000
5.000000	3.400000	3.400000	621.000000
5.200000	3.400000	3.400000	622.000000
5.400000	3.400000	3.400000	623.000000
5.600000	3.400000	3.400000	624.000000
5.800000	3.400000	3.400000	625.000000
6.000000	3.400000	3.400000	626.000000
6.200000	3.400000	3.400000	627.000000
6.400000	3.400000	3.400000	628.000000
6.600000	3.400000	3.400000	629.000000
6.800000	3.400000	3.400000	630.000000
7.000000	3.400000	3.400000	631.000000
0.000000	3.600000	3.600000	632.000000
0.200000	3.600000	3.600000	633.000000
0.400000	3.600000	3.600000	634.000000
0.600000	3.600000	3.600000	635.000000
0.800000	3.600000	3.600000	636.000000
1.000000	3.600000	3.600000	637.000000
1.200000	3.600000	3.600000	638.000000
1.400000	3.600000	3.600000	639.000000
1.600000	3.600000	3.600000	640.000000
1.800000	3.600000	3.600000	641.000000
2.000000	3.600000	3.600000	642.000000
2.200000	3.600000	3.600000	643.000000
2.400000	3.600000	3.600000	644.000000
2.600000	3.600000	3.600000	645.000000
2.800000	3.600000	3.600000	646.000000
3.000000	3.600000	3.600000	647.000000
3.200000	3.600000	3.600000	648.000000
3.400000	3.600000	3.600000	649.000000
3.800000	3.600000	3.600000	650.000000
4.000000	3.600000	3.600000	651.000000
4.200000	3.600000	3.600000	652.000000
4.400000	3.600000	3.600000	653.000000
4.600000	3.600000	3.600000	654.000000
4.800000	3.600000	3.600000	655.000000
5.000000	3.600000	3.600000	656.000000
5.200000	3.600000	3.600000	657.000000
5.400000	3.600000	3.600000	658.000000
5.600000	3.600000	3.600000	659.000000
5.800000	3.600000	3.600000	660.000000
6.000000	3.600000	3.600000	661.000000
6.200000	3.600000	3.600000	662.000000
6.400000	3.600000	3.600000	663.000000
6.600000	3.600000	3.600000	664.000000
6.800000	3.600000	3.600000	665.000000
7.000000	3.600000	3.600000	666.000000
0.000000	3.800000	3.800000	667.000000
0.200000	3.800000	3.800000	668.000000
0.400000	3.800000	3.800000	669.000000
0.600000	3.800000	3.800000	670.000000
0.800000	3.800000	3.800000	671.000000
1.000000	3.800000	3.800000	672.000000
1.200000	3.800000	3.800000	673.000000
1.400000	3.800000	3.800000	674.000000
1.600000	3.800000	3.800000	675.000000
1.800000	3.800000	3.800000	676.000000
2.000000	3.800000	3.800000	677.000000
2.200000	3.800000	3.800000	678.000000
2.400000	3.800000	3.800000	679.000000
2.600000	3.800000	3.800000	680.000000
2.800000	3.800000	3.800000	681.000000
3.000000	3.800000	3.800000	682.000000
3.200000	3.800000	3.800000	683.000000
3.400000	3.800000	3.800000	684.000000
3.600000	3.800000	3.800000	685.000000
4.000000	3.800000	3.800000	686.000000
4.200000	3.800000	3.800000	687.000000
4.400000	3.800000	3.800000	688.000000
4.600000	3.800000	3.800000	689.000000
4.800000	3.800000	3.800000	690.000000
5.000000	3.800000	3.800000	691.000000
5.200000	3.800000	3.800000	692.000000
5.400000	3.800000	3.800000	693.000000
5.600000	3.800000	3.800000	694.000000
5.800000	3.800000	3.800000	695.000000
6.000000	3.800000	3.800000	696.000000
6.200000	3.800000	3.800000	697.000000
